,artist,title,album,decade,year,date,lyric
74,Beastie Boys,Rickys Theme,Ill Communication,90s,1994 ,1994-May-31,
75,Beastie Boys,Heart Attack Man,Ill Communication,90s,1994 ,1994-May-31,heres a little diddy about a good guy i know hes named the heart attack man and you know he weighs in pretty hefty my mans like two hundred seventy how much he weigh hes like the guy in the hefty bag commerical okay okay lets take it from here drink a six pack and then you play some ball walking down the stairs and then he starts to fall add on two joints and he starts to sweat two hundred seventy five pounds that you cant forget cause hes a heart attack heart attack man spend all your money on your health insurance plan heart attack heart attack man keep on getting bigger because you know that he can why do you force yourself on top of that girl laugh with all your buddies because its a mans mans world someday that shit will come back to you throwing your weight around and that shit is through heart attack heart attack man going nowhere and got no master plan heart attack heart attack man weighs in at two seventy five yeah my man is lucky to be alive smokin and drinkin too my man the heart attack man is gonna be running over you got no goddamn respect yeah youd better put your big big bitch ass in check heart attack heart attack man lungs full of tar and a stomach full of spam heart attack heart attack man time to change your ways heart attack man oh what do we know about partying or anything else
76,Beastie Boys,The Scoop,Ill Communication,90s,1994 ,1994-May-31,i dont get blind i dont drink wine i took a sledge hammer and i broke my nine because my life is mine word is bond i rhyme and every day i write the book down line by line im feeling good when i do it like this so come on and turn it up because you cant resist because im back with another track in which you lack cause things is wack and thats a fact because im on time youre shouting rewind you know its adrock thats blowing your mind my shit is rough and you know it is so damn tough im getting intense not talking nonsense i made up my mind not sitting on the fence i dont always know the right from the wrong do my best to figure it out and work it out in the long i try to do a lot more than i can chew i balance out my ambitions what i got to do check it better believe it yall check it better believe it yall this is rough and tough cause you hide in broad day light a parasite a hypocrite you take a peek quick you turn your nose up you think youre high up you play it real safe and now your shits fake i seen you hawking and then you clock my style and then you try to play it off like you think youre wild diy that means do it yourself i dont sit around waitin for someones help i dont sit back and say good enough i keep on striving reinventing keepin it off the cuff so i kick the level up cuhootnified mackadocius vibes positively fortified im throwing rhymes down kickin them downtown traveling high speed through the underground i kick it freestyle make it worth your while ive got shelves of rhymes that i keep on file im feeling good now back home again well new york city is the city that i feel at home in a blast from the grasshoff awhile its been stepping into the future again uh and now im straight from to to im out the door step into the party with the fila fresh gear people looking at me like i was david koresh here kicking rhymes from the heart cause thats where im at fuck the bullshit be it far from me to pop that in the search for truth i go a lot of ways theres not a lot of peace that i find these days i try to stay cool i try to stay calm but my life is getting hectic like a smoke bomb so ill say it like the group huggy bear theres a boy girl revolution of which you should be aware you cant dis me it aint worth it b you put yourself down and you dont even see cause i dont play that i know who i am for a minute i did but now im back again im feeling strong see trust myself g well i stopped smoking cheeba and that was part of the key we we weve got fire we need water there aint no water so i guess i ought to leave you broke in a comatose state of mind and im blind and im working overtime so check it i keep my rhymes in my little black book and i know you wanna take another look this is rough and tough
77,Beastie Boys,Shambala,Ill Communication,90s,1994 ,1994-May-31,
78,Beastie Boys,Bodhisattva Vow,Ill Communication,90s,1994 ,1994-May-31,as i develop the awakening mind i praise the buddhas as they shine i bow before you as i travel my path to join your ranks i make my full time task for the sake of all beings i seek the enlightened mind that i know ill reap respect to shantideva and all the others who brought down the dharma for the sisters and brothers i give thanks for this world as a place to learn and for this human body that i know ive earned and my deepest thanks to all sentient beings for without them there would be no place to learn what im seeing theres nothing here thats not been said before but i put it down now so that ill be sure to solidify my own views and ill be glad if it helps anyone else out too if others disrespect me or give me flak ill stop and think before i react knowing that theyre going through insecure stages ill take the opportunity to exercise patience ill see it as a chance to help the other person nip it in the bud before it can worsen a chance for me to be strong and sure as i think on the buddhas who have come before as i praise and respect the good theyve done knowing love can conquer hate in every situation we need other people in order to create the circumstances for the learning that were here to generate situations that bring up our deepest fears so we can work to release them until theyre cleared therefore it only makes sense to thank our enemies despite their intent the bodhisattva path is one of power and strength a strength from within to go the length seeing others are as important as myself i strive for a happiness of mental wealth with the interconnectedness that we share as one every action that we take affects everyone so in deciding for what a situation calls there is a path for the good for all i try to make my every action for that highest good with the altruistic wish to achieve buddhahood so i pledge here before everyone whos listening to try to make my every action for the good of all beings for the rest of my lifetimes and even beyond i vow to do my best to do no harm and in times of doubt i can think on the dharma and the enlightened ones whove graduated samsara
79,Beastie Boys,Transitions,Ill Communication,90s,1994 ,1994-May-31,beastie boysnishita instrumental
80,Beastie Boys,Root Down  Free Zone Mix  Prunes,Ill Communication,90s,1994 ,1994-May-31,its not a put down i put my foot down and then i make a some love i put my root down im like sweetie pie by the stone alliance everybody know im known for dropping science cause im electric like dick hyman i guess youd expect to catch the crew rhymin never let you down with the stereo sound so mike get on the mic and turn it out were talking root down i put my boot down and if you want to battle me youre putting loot down i said its root down its time to scoot down im a step up to the mic in my goose down come up representing from the upper west money making putting me to the test sometimes i feel as though ive been blessed because im doing what i want so i never rest well i aint going out goofy like the fruit of the loom guys just strutting like the meters with the look ka py py cause downtown brooklyn is where i was born but when the snow is fallin then i am gone you might think that im a fanatic a phone call from utah and im throwing a panic so break it to the root when we kick it on down jimmy smith is my man i want to give him a pound i kick it root down well adrock dont stop come on just get on the mic with the tic and the toc ill fill you to the fuckin rim like brim im walking down your block and you say thats him there goes the guy with the funky sound the beatsie boys you know we come to get down because ive got the flow where i grab my dick and say oh my god thats the funky shit so im a pass the mic and cause a panic the original nasal kid is doing damage every morning i took the train to high street station doing homework on the train what a fucked up situation on the way back up hearing battle tapes through the underground underneath the sky scrapes its like harlem world battles on the zulu beat show its kool moe dee vs busy bee theres one you should know enough of that i just want to give some respect due mca grab the mic and ma bell will connect you bob marley was a prophet for the freedom fight if dancin prays to the lord then i will feel alright im feelin good to play a little music tears running down my face cause i love to do it and no one can stop this flow from flowing on a flow master of disaster with a sound thats gone tick a little shout out to my dad and mom for bringing me into this world and so on i kick it root down
81,Beastie Boys,Resolution Time,Ill Communication,90s,1994 ,1994-May-31,actin like the last generation on earth youre gonna fuck up a place for new birth youre cutting the last of the forests on the planet only a few hundred years since columbus landed well its due time that we look and pay attention as the windows who knows show the knowledge with us cause its the one that we prayed for from on the earth i give the wisdom to folks you know whole worth in these great times we still neglect when they invent this land dont give the due respect cause the fbi and the cia the whole federal government the fda well the system doesnt work and it must be changed and theres more people in the pen everyday so i visualize resolution yo everyday is in a state of evolution evolution time evolution time revolution time revolution time revelation time revelation time resolution time resolution we come a long way with the peace in the east but on the home front theyre wild in the streets as it gets got hear a changing in same and this is the millennium still felt today i hear the same stories time after time the stories of fear through violent crimes committed by hatred by satient beings who shall loose by kindness and its plain to see now we dont have to stand for this oppression any longer if we stand together theres nothing stronger we must interconnect it as though we sure have won if we want to avoid planetary destruction so i work and i work because the hate in my mind has assumed the truth and i know ill find and i visualize resolution see it all as a state of constant evolution evolution time evolution time revolution time revolution time revelation time revelation time resolution time resolution the world leaders were terrified of loosing their pride their spoiled children tellin little wack lies vanishing numbers of unimaginable destruction sure as we boast theyre at their last production threatening and challenging nature against nation walkin down the road of total annihilation sprouting threats is insecure guns are for the fighting and theyre immature and it all stems from self important police thinking that were better than our fellow human beings so i wanna empower the limit i can and pass it along so we can do pass the pan sometimes i sit and i watch my mind watchin my thoughts as they reel and wind and stop and visualize resolution for everyday is in a state of evolution evolution time evolution time revolution time revolution time revelation time revelation time resolution time resolution
82,Beastie Boys,Get It Together BuckWild Remix,Ill Communication,90s,1994 ,1994-May-31,keep it on listen to the shit because we kick it until dawn listen to the abstract got it going on listen to the ladies come on and let me spawn all your eggs then you you go up the river listen to the abstract that freaky nigga now im adrock and i shock and i tick and i tock and i cant stop with the body rock see ive got heart like john starks hitting mad sparks pass me the mic and ill be rocking the whole park im the m to the c to the a and its a must the rhymes that we bust on the topic on lust and my moms is not butt but fuck it let me get down to the rhythm yes i get funky and im shooting all my jism like john holmes the x rated nigga listen to the shit cause im the ill figure nobodys getting any bigger than this get it together get it together get it phone is ringing oh my god get it together see whats happening adrock down with the ione listen to the shit because both of them is boney got to do it like this like chachi and joanie because shes the cheese and im the macaroni so why all the fight and why all the fuss because i aint got no dust yea you know im getting silly got a grandma hazel and a grandma tilly ive got a grand royalprez and im also a member born on the cusp in the month of november i do the patty duke in case you dont remember well i freak a funky beat like the shit was in a blender well im long gone word is born dont need a mother fucking fool telling me right from wrong i dont think im slick nor do i play like im hard but i shall drive the lane like i was evan bernhard and ive working on my game because life is taxing got to get it together and see whats happening get it together get it together get it together see whats happening i go one two like my name was biz mark but i had to do the shit just let me embark on the lyric and the noun and the verb let me kick the shit off cause yo im not the herb well its not the herb but the spice with the flavor to spare tho moog with the funk for your derriere while were on that topic yes id like to mention when it comes to boning im representing spacing zoning talkin on the phone and my brain is roaming and i dont know where its going talking lots of shit a little tweaking on the weekend ive got to get him by the reigns because i know that im freaking well im a funky skull and im a scorpio and when i get my flow im dr on the go so q tip what you on the mic for because i had to talk about the times when i rhyme and when mcs come in my face im like mace because i back them off with the quills nigga cause i tell you nigga cause ill keep you under prills resting on nine one one sixteenth ave off the farmes boulevard but im from manhattan mcas from brooklyn yea mca your shit be cooking praying mantis on the court and i cant be beat so yo tip whats up with the boot on your feet ive got the timbos on the toes and this is how it goes oh one two oh my god one two oh my god ive got some shit ive got the kung fu grip behind my green trap kit never ever ever smoking crack never ever ever fucking wack i eat the fuckin pineapple now laters listen to me now dont listen to me later fuck it cause i know i didnt make it fuckin rhyme for real but yo technically im as hard as steel gonna get it together watch it gonna get it together ma bell im like ma bell ive got the ill communications ma bell ive got the ill communications ma bell ive got the ill communications ma bell ive got the ill communications ma bell keep it on and on
83,Beastie Boys,Dope Little Song,Ill Communication,90s,1994 ,1994-May-31,its like that yall and ya dont quit its like that yall and ya dont quit its like that yall and ya dont quit its like that yall and ya dont quit like frankenstein or count dracula i grab the mic and then i fuck it up i never settle for less and thats a fact im lettin you know we not the wack wack been nice and all that cmon and im a keep goin yup bound to make money off the shit that im growing like that yall and you dont quit keep it on yall rock the sure shit i put the pen to the paper and i went off im dropping knowledge and wisdom like a mad head dog step into the function cause im representing lyrics on the brain and they sit fermenting i try to go and learn the give and the go free up my mind let loose with the lyric flow trying to get frank get back get back right trying to stay positive and feeling alright its like that yall and ya dont quit keep goin on and on and on and on and on so pass the pen and then pass the pad like dj run there was nothin ever like the the sex rhyme kid is back in the panic gonna drop the ball on my damn mechanic whoo fuckin up my nova naw fuckin up my life shit fuckin with my world cause hes fuckin with the pipe aw damn like the saying goes you gotta call and duke it off ask juanito hell tell you all about it gettin blind in the mind two hits and a cough put my pager on vibrate and jerk myself off weight on my shoulders and now im stressin gotta get back and count my blessings stuck on my cellular i cant get off this ride is in motion and i cant get let off get my penis double clepped and my balls rotated realized i was trying to get my brain notated its like that yall and ya dont quit its like that yall and ya dont quit its like that yall and ya dont quit its like that yall and ya dont quit
84,Beastie Boys,Heart Attack Man  Unplugged,Ill Communication,90s,1994 ,1994-May-31,drink a six pack and then you play some ball walking down the stairs and then he starts to fall add on two joints and then he starts to sweat two hundred seventy five pounds that you cant forget heart attack heart attack man spend all your money on your health insurance plan heart attack heart attack man keep on getting bigger because you know that you can why do you force yourself on top of that girl laugh with all your buddies because its a mans mans world someday that shit will come back to you youve been throwing your weight around and your shit is through heart attack heart attack man going nowhere got no master plan heart attack heart attack man heart attack weighs in at two seventy five yeh my man is lucky to be alive smokin and drinkin too my man the heart attack man is gonna be running over you got no god damn respect had to put the big big bitch ass in check heart attack heart attack man lungs full of tar and a stomach full of spam heart attack heart attack man time to change your ways heart attack man
85,Beastie Boys,The Vibes,Ill Communication,90s,1994 ,1994-May-31,i kick out the jams and tell you who i am ill make you shake your ass like les macann and then youre out talking shit like yosemite sam youve got the elephant feet like les mccann up the crack of dawn im on my way were talking two foot dump and therell be no delay cause im gone the shits getting out of hand im changing my middle name to first trem im walking on the rhythm like philippe petite ive got holes in my mouth where my teeth should be you ask whatever happenened to the rappin duke i heard the captains gonna sign him to jive and thats the truth taking care of my functions still smokin up the shrubery i stopped eating chicken cause the shit was too rubbery my produce organic from my own yard only the freshest herbs and growings not too hard vibes vibrations vibes vibrations dreaming on it screaming on it ready to get dumb waking up my long joint ready to get some looking at my board and my old boots seeing a waist deep champagne moment of truth and on the court ive got game like my brother matt i give a shout out so where you at but dont get souped matthew cause im a take ya horatio park right now and im a shake ya give me the fresh count you know that im stressed out i need some inspiration so get the best out like rock master scott im on the request line writing the fresh rhyme having the best time good vibes flowing all around not a worry in mind as the friends around a shout out to linda riding pow forever well the bird is the word and youre as light as a feather well i smoke a bag of rat weed cause i dont care and im waxing old ladies out of their underwears i like the boomin grannies in big old panties im giving it to grandma making her crazy i might be a white boy but im no goofy got beats like babalu on i love lucy im not like the skipper on fantasy island im more like captain stubing when i go buck whylin the cire traverse out to death shoot or sth when they let me back at the deuce cause i cant get enough of that funky stuff when the going gets rough aint going out in the sluff down with bubble gum and the ninth creation you get on down weve got the sound sensation kid fresh is back from the eighties and were doing it for the ladies vibes vibrations vibes vibrations we got vibes vibrations we got vibes vibrations vivi
86,Beastie Boys,Heart Attack Man Live,Ill Communication,90s,1994 ,1994-May-31,drink a six pack and then you play some ball walking down the stairs and then he starts to fall add on two joints and then he starts to sweat two hundred seventy five pounds that you cant forget heart attack heart attack man spend all your money on your health insurance plan heart attack heart attack man keep on getting bigger because you know that you can why do you force yourself on top of that girl laugh with all your buddies because its a mans mans world someday that shit will come back to you youve been throwing your weight around and your shit is through heart attack heart attack man going nowhere got no master plan heart attack heart attack man heart attack weighs in at two seventy five yeh my man is lucky to be alive smokin and drinkin too my man the heart attack man is gonna be running over you got no god damn respect had to put the big big bitch ass in check heart attack heart attack man lungs full of tar and a stomach full of spam heart attack heart attack man time to change your ways heart attack man
87,Beastie Boys,The Maestro Live,Ill Communication,90s,1994 ,1994-May-31,yeah who is that who is the man coming down your block its me you see with the funk in my walk cause im doin just what i like to today is my day yeah and im a get nice too you gotta keep movin and you cant say nothing im a keep bouncin and bumpin and struttin one thing you ought to know well i am the maestro yeah you motherfuckers i am all that i see you lookin at me sayin how can he be so skinny and live so phat you know why cause im the maestro yeah you know and im you got that i feel like rufus thomas the crown prince of dance im miked and im known for romance im the crazy baldhead with the part on the side and im riding down the block like im on a water slide cause its the type of day i feel like pressing my luck cause i got nothing to lose cause i dont give a fuck see a player i play dont play to win i play to show yeah im the maestro aw yeah i need everybodys cooperation right about now id like to find out whose favorite detective it is is it mannix barnaby jones somebody say columbo micky mahoney clancy claranin barnaby jones i said that already yeah thats right yall you know i got my own shit see this aint americas most wanted this is americas most mackin thats right other people oughta call it mockin when i get on there is no stoppin who is that who is the man who is the man who is the man three cheers for the maestro
88,Beastie Boys,Mullethead,Ill Communication,90s,1994 ,1994-May-31,yea youre coming off like youre van damme youve got kenny g in your trans am youve got names like billy ray now you sing hip hop hooray put your oakleys and your stone wash on watching mtv and you mosh on on the side and dont touch the back on the top and dont cut it wack jack mullet head cut the sides dont touch the back cut the sides dont touch the back cut the sides dont touch the back cut the sides dont touch the back shiny chrome rims never rusted driving through the tunnel you might get busted never trusted mullet head you know you took that girl to bed cruising th street saturday night trying to find a head shop looking to fight youve got that stonewash derriere spike the top because the weekend is here you wanna know whats a mullet well i got a little story to tell about a hair style thats way of life have you ever seen a mullet wife yo take a chill b check out my spillbee cause you dont know about the mullet head cruise in my iroc stonewash on my cock got it like that cause im the mullet head put me on trial cause im worth your while pass me the comb cause im the mullet man got the new york post read a story about joey buttafuoco in all his glory they said he tried to freak it with a high school girl pimpin amy fisher to the rest of the world a real lover man a real casanova joey got horny and now hes over amy got pissed shot his wife joey goes to jail for the rest of his life cut the sides and dont touch the back the back the back
89,Beastie Boys,Super Disco Breakin,Hello Nasty,90s,1998,1998-Jul-14,well its fifty cups of coffee and you know its on i move the crowd to the break of break of dawn cant rock the house without the party people cause when were gettin down we are all equal theres no better or worse between you and me but i rock the mic so viciously like pins and needles and words that sting at the blink of an eye i will do my thing its like a needle in the cartridge when the record spins like diggin down deep in the record bins everybody gettin down make no mistake nothing sounds quite like an money makin money money makin super disco disco breakin money makin money money makin super disco disco breakin sometimes i like to brag sometimes im soft spoken when im in holland i eat the pannenkoeken the worm is the spice you bring the sauce and you can kiss my ass you funky boss now that you got what you want you want more well ill be with the hammer and the nail at your door with these funky beats i be goin head huntin shouts to my peeps let me know if you feel something cause i can give you all you need a little beat for the rhythm and some words to read let me tell you now thats my favorite shit and when i got a new rhyme i just say so money makin money money makin super disco disco breakin money makin money money makin super disco disco breakin is manhattan in the house man man manhattan man manhattan man man manhattan manhattan
90,Beastie Boys,The Move,Hello Nasty,90s,1998,1998-Jul-14,yoyoyohe hellohe helloyohello he hellohe helloyohello he hellohe helloyo time time time time its times like this when i just cant stop cant wind your body without the body rock got schemes schematics blue prints on file you got to have dreams to make it all worthwhile so as i take my time and realign i wonder what it is i hope to find i dont mean to brag i dont mean to boast but im intercontinental when i eat french toast adrock woo with the new edition gettin on down for the year a slight distraction can get you paid and when it comes to that type shit i paved the way bboys to the early morn bgirls be rockin on and on bgirls to the break of dawn bboys be rockin on and on heyhey dogs love me cause im crazy sniffable i bet you never knew i got the ill peripheral in your home im cloned im on your headphones i love it when you spazz out all alone cause im that fool that broke the key im unlockable so dont check me i got weight on my shoulders and things on my mind the sky is falling and im fallin behind so i synthesize sounds as i patch my brain insane mind games move quick like flames so now i wonder how sometimes you never know who be rockin yall in stere ereo in stere ereo in stere ereo in stereo ladies and gentlemen a no time like the present to work shit out thats what were going on and on and on about im not fakin just makin beats in the dungeon keep that shit funky cause the odor is pungent no shame in my game just par for the path i try to hone my craft because at hands the task but i find im not playing with a full deck im up to my neck like toulouse lautrec all i want to know is when is checkout time so i could be in heaven with the rhythm rock rhyme and when im with my man shadi rock at the gates well be rockin rhythms over disco breaks bboys to the early morn bgirls be rockin on and on bgirls to the break of dawn bboys be rockin on and on on and on on and on on and on hubo una vez un gran rey que tenía muchas tierras un castillo y también un amor hubo una vez un gran rey que tenía muchas tierras un castillo y también un amor hubo una vez un gran rey que tenía muchas tierras un castillo y también un amor hubo una vez un gran rey que tenía muchas tierras un castillo y también un amor
91,Beastie Boys,Remote Control,Hello Nasty,90s,1998,1998-Jul-14,boom yeah the world mash up well things get hectic quick from the satellite dish to your joy stick its the night of the living cable box wires coming up from around the block remote control to change the station but that wont change your situation have you seen what i mean im the little gnome thats in your dreams so i say this rhyme built by design to take you beyond space and time said who is the man making diamonds out of coal the man pushing buttons on remote control re mote control remote control until your backs up against the wall you never know yourself that much at all so youve got to share your love with a friend thats all that youve got left in the end living in this city of pure confusion people misled by their own illusion all this action no satisfaction were all linked together like a chain reaction play or fold love is bold what is the future that will unfold some like it hot others like it cold but we all want to hold the remote control re mote control re mote control re mote control re mote control things get hectic quick all of a sudden im in the thick too much drama all around distractions booming in sensurround like a rainy days earth it wont sit still sliding on down a hill sometimes life it seems to stall so never be ungrateful yall so i got a little something for your pay per view like don king ive got the crazy hair do weve got cameras on mars on space patrol controlled on earth by remote control
92,Beastie Boys,Song for the Man,Hello Nasty,90s,1998,1998-Jul-14,i dont like your attitude boy what makes you feel and why you gotta be like you got the right to look her up and down what makes this world so sick and evil i i dont know what makes you feel like youve got whip appeal who made you the judge and jury aint you never heard of privacy what makes this world so sick and evil you figure it out you figure it out you figure it out
93,Beastie Boys,Just a Test,Hello Nasty,90s,1998,1998-Jul-14,like a flag at half mast as frames click fast not a thing will last as past is past like stacks of thoughts that got played and worn used over and over till they were tired and torn like a broken clock that cant tell time like a thick ass book thats filled with wack rhymes like a scorching blaze that burned the sand like a band that planned and planned and planned and flew down like a raven in the dark of night and snatched up the worm helpless to fight and brought it back to the nest singing microphone check one two one two this is just a test one two one two this is just a test one two one two this is just a test like sand in one hand you cant hold for long like scheming on a plan that goes all wrong its like fudge and caramel theyre not the same and its a shame all you talk is game you act like a diamond waiting to be set in a gold ring as if i bet as time goes by in this give and take as long as i learn i will make mistakes now what do i want what do i need why do i want it whats in it for me its the imagery of technology is what you get is what you see dont worry your mind when you give it your best one two one two this is just a test one two one two this is just a test one two one two this is just a test come on come on come on come on come on come on come on come on come on come on come on come on come on come on come on come on
94,Beastie Boys,Body Movin,Hello Nasty,90s,1998,1998-Jul-14,ready one you will do this four times with the left four with the right then eight times with both then repeat ah clap your hands body movin body movin a sound and the sounds so soothing body movin body movin we be getting down and you know were krush groovin now let me get some action from the back section we need body rockin not perfection let your backbone flip but dont slip a disc and let your spine unwind just take a risk i wanna do the freak until the break of dawn tell me party people is that so wrong the ship is docking interlockin and up rockin electro shocking were getting down computer action do the robotic satisfaction now all of yall get off the wall have a ball and get involved with body movin body movin a sound and the sounds so soothing body movin body movin we be getting down and you know were krush groovin flame on im gone im so sweet like a nice bonbon came out rapping when i was born mom said rock it til the break of dawn puttin bodies in motion cause i got the notion like roy cormier with the coconut lotion the sound of the music makin you insane you cant explain to people this type of mind frame like a bottle of châteauneuf du pape im fine like wine when i start to rap we need body rockin not perfection let me get some action from the back section body movin body movin a sound and the sounds so soothing body movin body movin we be getting down and you know were krush groovin miked with the master plan i said ooh my my and thank you maam and when i grab the mic you scream ooh goddamn the crème de la crème is who i am mca where have you been packed like sardines in the tin so kick off your shoes and put on your swim fins cause when it comes to quarries im known to swim and adrock light up the place and if you pull my card you pull the ace and if you ask me turn up the bass and if you play defender i could be your hyperspace so body movin body movin a sound and the sounds so soothing body movin body movin we be getting down and you know were krush groovin you will do eight hops on the left eight on the right four left four right two left two right the one each left right left right start and land on the balls of the feet left foot ready its one two three four five
95,Beastie Boys,Intergalactic,Hello Nasty,90s,1998,1998-Jul-14,intergalactic planetary planetary intergalactic intergalactic planetary planetary intergalactic intergalactic planetary planetary intergalactic intergalactic planetary planetary intergalactic another dimension another dimension another dimension another dimension another dimension another dimension another dimension another dimension another dimension another dimension another dimension another dimension well now dont you tell me to smile you stick around ill make it worth your while got numbers beyond what you can dial maybe its because im so versatile style profile i said it always brings me back when i hear ooh child from the hudson river out to the nile i run the marathons til the very last mile well if you battle me i will revile people always saying my style is wild youve got gall youve got guile to step to me im a rapophile if you wanna battle youre in denial coming from uranus to check my style go ahead put my rhymes on trial cast you off into exile intergalactic planetary planetary intergalactic intergalactic planetary planetary intergalactic jazz and awol thats our team step inside the party disrupt the whole scene when it comes to beats well im a fiend i like my sugar with coffee and cream well i gotta keep it going keep it going full steam too sweet to be sour too nice to be mean well on the tough guy style im not too keen trying to change the world i will plot and scheme mario c likes to keep it clean goin to shine like a sunbeam keep on rapping cause thats my dream thank moe dee for sticking to themes now when it comes to envy yall is green jealous of the rhyme and the rhyme routine another dimension new galaxy intergalactic planetary intergalactic planetary planetary intergalactic intergalactic planetary planetary intergalactic intergalactic planetary planetary intergalactic intergalactic planetary planetary intergalactic were from the family tree of old school hip hop kick off your shoes and relax your socks the rhymes will spread just like a pox cause the music is live like an electric shock i am known to do the wop also known for the flintstone flop tammy d getting biz on the crop beatsie boys known to let the beat mmm d r r rop do it now when i wrote graffiti my name was slop if my raps soup my beats is stock step from the table when i start to chop im the lumberjack dj adrock if you try to knock me youll get mocked ill stir fry you in my wok your kneesll start shaking and your fingers pop like a pinch on the neck of mr spock intergalactic planetary planetary intergalactic intergalactic planetary planetary intergalactic intergalactic planetary planetary intergalactic intergalactic planetary planetary intergalactic another dimension another dimension another dimension another dimension another dimension another dimension another dimension another dimension another dimension another dimension another dimension another dimension do it
96,Beastie Boys,Sneakin Out the Hospital,Hello Nasty,90s,1998,1998-Jul-14,
97,Beastie Boys,Putting Shame in Your Game,Hello Nasty,90s,1998,1998-Jul-14,beatsie beatsie beatsie boys gettin live on the spot puttin all kinds of shame in the game you got we keep the party moving to the broad daylight g e t l i v e alright transhypnotic robotic cant stop it no limits to this style and you know you cant lock it first you mock it rock it and then you stock it but ive got the styles that are always in the pocket well like a bird floating down on a new york breeze every thought in the mind is a planted seed so watch the mind or the thoughts will stack before you know it boomeranging on back well im the king of boggle there is none higher i get eleven points off the word quagmire fools cant see me thats how it is and thats how i like it and thats my biz beatsie beatsie boys gettin live on the spot puttin all types of shame in the game you got we keep the party moving to the broad day light g e t l i v e alright times an illusion as the moments race by too fast to really grasp though we may try deny til we die ooh my my these thoughts that mislead and then multiply well second by second and minute by minute its like lotto you have to be in it to win it shakin mind breakin on their own demise lies tax to the max and theyll be feeling those vibes so tell me what you need that you have got fiending on power will make your blood clot it starts with the greed and then goes all wrong thats why we cant all just get along were all connected like a lego set one equals one together like a croquette whether we have or have not yet met well it aint no thing and it aint no sweat beatsie beatsie boys gettin live on the spot puttin all kinds of shame in the game you got we keep the party moving to the broad daylight g e t l i v e alright non stop hip hop non stop hip hop non stop hip hop non stop hip hop well youre caught in a panic and its rattled your brain the selfish ways just cant maintain but these are the breaks when you try and come fake dont come with the rhymes that you just half baked well im the benihana chef on the sp i chop the fuck out the beats left on the shelf you be like hello nasty where you been its time you brought the grimy beats out the dungeon i jumped outside the house with my walkman on i get so hyped when i hear this song its gonna keep me happy like all day long so go and talk shit cause it just makes me strong dont grease my palms with your filthy cash multinationals spreading like a rash i might stick around or i might be a fad but i wont sell my songs for no tv ad beatsie beatsie beatsie beatsie boys gettin live on the spot puttin all kinds of shame in the game you got we keep the party moving to the broad day light g e t l i v e alright our sound is the nicest its the sweetest sound our sound is the nicest its the sweetest sound cant get enough of that f f funk cant get enough of that f funk cant get enough of that f f funk cant get enough of that f funk junior
98,Beastie Boys,Flowin Prose,Hello Nasty,90s,1998,1998-Jul-14,im flowing prose to cons and cons to pros im scheming rhyme against reason like it was flow against know but beyond the concepts and emotions that rise to the interconnectedness that underlies the lies upon lies have lost their meaning the plies upon plies of consciousness that is being over and over i fall i learned to walk from a crawl its not sad its just the way and the purpose of it all now every word that you heard that i said that you felt was put in place in the space as they were shuffled and dealt i steal feels from reels but i pay my respects paying compliments and disses and deciphering affects words are water as i court her as she is pristine words and mics fall to dust and all thats left is the feelings i give in and i win i try to never complain intentions venture to center and then they set the stage but ill remain sane making gain without pain staining trains with names and driving lanes to the refrain and keep it positive as painstaking as it is ill never turn back cause thats the way ive got to live ill never turn back cause thats the way ive got to live ill never turn back cause thats the way ive got to live so like a cloud carries rain im gonna carry my rhyme coming like thunder with lightening timing no hesitation in gestation of thoughts and plans ferment time like wine no ploys or scams like the islands dot the oceans in the endless seas ideas coming to me in answer to my pleas woke up this morning right out of a dream reached for my pen and pad because my mind was on a rhyme scheme what can i do with these bones and flesh with these animated thoughts in a world repressed im going down like the rhythms on the winds of change im keeping calm under pressure like a deep sea range im flowing prose to cons and cons to pros im like toucan sam when i follow my nose im giving shouts to gandhi garvey and king his holiness and all enlightened beings ill be the one who screams it on the microphone ill be the one who brings it inside your home but the words aint mine i just pass em along for betty williams and her friends i sing this song and more ink from my pen and more tears from my eyes and more crimes are committed as i say these lines youth enough we put down the gun
99,Beastie Boys,And Me,Hello Nasty,90s,1998,1998-Jul-14,once again im all wrapped up in me my best friends my own worst enemy electricity and gravity oh my god now take a look at me my lifelines run by att they got their wires all up in me is push and pull the way its got to be once again im all wrapped up in me my best friends my own worst enemy electricity and gravity once again im all wrapped up in me once again im all wrapped up in me once again im all wrapped up in me once again im all wrapped up in me you know i wish that there was some way that i could be outside playing basketball in the rain and not get wet now wouldnt that be great hmm
